paper_id,title,area,venue,citation_1y_baseline,author_count,venue_prestige,abstract_length,concept_count,actual_volume,predicted_volume,predicted_volume_raw,single_call_volume,actual_velocity,predicted_velocity,predicted_velocity_raw,single_call_velocity,actual_reach,predicted_reach,predicted_reach_raw,single_call_reach,actual_depth,predicted_depth,predicted_depth_raw,single_call_depth,actual_disruption,predicted_disruption,predicted_disruption_raw,single_call_disruption,actual_translation,predicted_translation,predicted_translation_raw,single_call_translation,pipeline_status,original_composite_score,top_candidate_id,top_candidate_operator,top_candidate_score,variant_improvement,original_dominated,pareto_selected_count,linear_volume,linear_velocity,linear_reach,linear_depth,linear_disruption,linear_translation,mean_volume,random_volume,mean_velocity,random_velocity,mean_reach,random_reach,mean_depth,random_depth,mean_disruption,random_disruption,mean_translation,random_translation
https://openalex.org/W2781821160,Development and evaluation of a deep learning model for protein–ligand binding affinity prediction,bio,Bioinformatics,37,3,1,157,12,571,81,1556.078,58,37,76,566.265,56,345,85,26.562,58,125,70,70.0,55,-0.8166666666666667,71,0.42,71,113,61,49.327,48,scored_only,73,,,73,0,False,0,72.54738701658857,37.00000000000016,503.48523103333787,86.90842242817723,-0.6011428991514838,39.29828579879953,1753.3666666666666,39.0,101.1,84.0,448.6333333333333,76.0,74.76666666666667,58.0,-0.43038845779696533,-0.6,43.8,116.0
https://openalex.org/W2794004073,DeepSol: a deep learning framework for sequence-based protein solubility prediction,bio,Bioinformatics,24,6,1,163,12,197,72,1193.818,64,24,78,600.347,66,546,71,22.188,64,98,47,47.0,47,-0.4,73,0.46,72,44,41,20.177,40,scored_only,76,,,76,0,False,0,-106.1042403776919,24.000000000000025,470.05213091472706,75.22180987837174,-0.6175008655994585,50.096060782091,1753.3666666666666,254.0,101.1,1730.0,448.6333333333333,228.0,74.76666666666667,77.0,-0.43038845779696533,-0.7666666666666667,43.8,3.0
https://openalex.org/W2906946803,DeepPhos: prediction of protein phosphorylation sites with deep learning,bio,Bioinformatics,10,5,1,172,12,169,55,651.262,54,10,49,210.926,49,454,73,22.812,69,81,57,57.0,56,-0.5166666666666667,70,0.4,66,23,30,9.991,34,scored_only,46,,,46,0,False,0,-456.8479240884926,9.999999999999877,470.82075686716536,76.4065753317074,-0.5743891413764501,48.323589915507156,1753.3666666666666,402.0,101.1,12.0,448.6333333333333,289.0,74.76666666666667,125.0,-0.43038845779696533,0.75,43.8,44.0
https://openalex.org/W2804651207,ComplexContact: a web server for inter-protein contact prediction using deep learning,bio,Nucleic Acids Research,20,7,1,118,12,139,75,1308.663,56,20,62,358.155,48,477,85,26.562,64,67,55,55.0,39,-0.6,61,0.22,61,45,49,30.132,39,scored_only,68,,,68,0,False,0,-330.572890806724,19.99999999999996,514.9099638624813,89.13106192432727,-0.7940265086443534,59.313483069379444,1753.3666666666666,704.0,101.1,3.0,448.6333333333333,483.0,74.76666666666667,105.0,-0.43038845779696533,-0.25,43.8,17.0
https://openalex.org/W2887029338,Prediction of 8-state protein secondary structures by a novel deep learning architecture,bio,BMC Bioinformatics,13,3,1,209,12,133,87,1827.504,71,13,99,1026.523,80,452,85,26.562,63,39,58,58.0,49,-0.5333333333333333,64,0.28,66,60,41,20.177,34,scored_only,67,,,67,0,False,0,-354.17053068206815,13.00000000000002,444.1142850307217,75.15427448022152,-0.42397460671352327,36.97717302168322,1753.3666666666666,46.0,101.1,44.0,448.6333333333333,561.0,74.76666666666667,98.0,-0.43038845779696533,-0.5166666666666667,43.8,45.0
https://openalex.org/W2807818025,DeepFam: deep learning based alignment-free method for protein family modeling and prediction,bio,Bioinformatics,12,4,1,235,12,121,63,884.008,61,12,73,517.209,69,442,67,20.938,64,45,47,47.0,48,-0.13793103448275862,68,0.36,65,29,30,9.991,34,scored_only,47,,,47,0,False,0,-265.8716239279647,11.999999999999995,415.5864663441613,61.75281701347208,-0.35509166004988435,37.477100389898744,1753.3666666666666,1478.0,101.1,7.0,448.6333333333333,644.0,74.76666666666667,67.0,-0.43038845779696533,-0.7333333333333333,43.8,22.0
https://openalex.org/W2793344725,A Deep Learning Framework for Robust and Accurate Prediction of ncRNA-Protein Interactions Using Evolutionary Information,bio,Molecular Therapy — Nucleic Acids,37,6,1,199,12,135,87,1827.504,60,37,92,870.386,66,449,87,27.188,64,58,65,65.0,56,-0.6,51,0.02,55,25,71,69.41,58,scored_only,74,,,74,0,False,0,325.27878153944835,36.9999999999999,441.04034285940264,66.11902497231216,-0.46927736387995367,45.46964735361624,1753.3666666666666,40705.0,101.1,9.0,448.6333333333333,494.0,74.76666666666667,63.0,-0.43038845779696533,-0.8166666666666667,43.8,114.0
https://openalex.org/W2894436452,DeepNitro: Prediction of Protein Nitration and Nitrosylation Sites by Deep Learning,bio,Genomics Proteomics & Bioinformatics,11,11,1,238,12,88,86,1780.58,66,11,78,600.347,62,473,85,26.562,64,63,57,57.0,48,-0.4090909090909091,59,0.18,60,12,60,47.526,48,scored_only,71,,,71,0,False,0,-95.30478951388795,11.000000000000043,352.2081638333204,22.56229882567027,-0.32815439160142246,63.387814875069935,1753.3666666666666,121.0,101.1,1.0,448.6333333333333,255.0,74.76666666666667,84.0,-0.43038845779696533,-0.6170212765957447,43.8,93.0
https://openalex.org/W2900903885,DeepCrystal: a deep learning framework for sequence-based protein crystallization prediction,bio,Bioinformatics,9,6,1,244,12,46,69,1084.802,66,9,65,398.331,62,289,67,20.938,64,19,48,48.0,48,-0.6170212765957447,61,0.22,59,19,48,28.766,48,scored_only,48,,,48,0,False,0,-246.22317259651572,9.000000000000048,409.1824992508324,52.63641493264862,-0.29340613213446654,40.72312804039289,1753.3666666666666,88.0,101.1,9.0,448.6333333333333,383.0,74.76666666666667,19.0,-0.43038845779696533,-0.6833333333333333,43.8,24.0
https://openalex.org/W2808071711,Protein–Protein Interactions Prediction via Multimodal Deep Polynomial Network and Regularized Extreme Learning Machine,bio,IEEE Journal of Biomedical and Health Informatics,7,7,1,186,12,39,75,1308.663,53,7,71,485.871,52,255,97,30.312,66,31,77,77.0,48,-0.3333333333333333,57,0.14,60,17,62,51.165,43,scored_only,72,,,72,0,False,0,-431.6606780534239,6.999999999999916,462.73904736692737,67.07483148679498,-0.5406871127687607,51.06120631296818,1753.3666666666666,93.0,101.1,20.0,448.6333333333333,625.0,74.76666666666667,64.0,-0.43038845779696533,1.0,43.8,5.0
https://openalex.org/W2901005646,Machine Learning-Assisted Discovery of Solid Li-Ion Conducting Materials,materials,Chemistry of Materials,12,6,1,305,12,254,78,1429.397,60,12,74,533.287,57,494,78,24.375,58,91,75,75.0,65,-0.43333333333333335,51,0.02,55,119,59,45.762,55,scored_only,71,,,71,0,False,0,-32.956032954647526,11.999999999999922,319.90624505101476,20.894438329817973,-0.03383164413719175,15.312582966804825,1753.3666666666666,169.0,101.1,92.0,448.6333333333333,473.0,74.76666666666667,101.0,-0.43038845779696533,-0.9333333333333333,43.8,112.0
https://openalex.org/W2885048850,Can machine learning identify the next high-temperature superconductor? Examining extrapolation performance for materials discovery,materials,Molecular Systems Design & Engineering,19,12,1,11,10,214,72,1193.818,47,19,61,345.288,40,545,87,27.188,60,59,53,53.0,38,-0.36666666666666664,51,0.02,55,116,40,19.086,39,scored_only,68,,,68,0,False,0,-443.6016828635245,19.00000000000001,406.28756071276194,85.9197913753837,-0.626557057789467,21.614210335063113,1753.3666666666666,197.0,101.1,96.0,448.6333333333333,431.0,74.76666666666667,132.0,-0.43038845779696533,-0.3333333333333333,43.8,5.0
https://openalex.org/W2905677664,Machine learning in materials design and discovery: Examples from the present and suggestions for the future,materials,Physical Review Materials,18,2,1,125,12,150,67,1015.333,46,18,56,284.847,39,622,79,24.688,58,64,67,67.0,43,-0.6,51,0.02,55,118,49,30.132,39,scored_only,68,,,68,0,False,0,-559.6797066402005,18.000000000000018,508.0588703799324,109.06030180781258,-0.7540027089249604,36.47403735249131,1753.3666666666666,133.0,101.1,19.0,448.6333333333333,538.0,74.76666666666667,39.0,-0.43038845779696533,-0.6,43.8,118.0
https://openalex.org/W2902914368,Machine-learning-accelerated high-throughput materials screening: Discovery of novel quaternary Heusler compounds,materials,Physical Review Materials,9,6,1,228,12,93,65,948.408,58,9,63,371.283,56,445,84,26.25,68,43,68,68.0,53,-0.8494623655913979,57,0.14,60,93,40,19.086,39,scored_only,68,,,68,0,False,0,-291.3875330949654,9.00000000000009,413.94854202019417,56.12510107520001,-0.34508760955107975,38.46252292572959,1753.3666666666666,5.0,101.1,150.0,448.6333333333333,545.0,74.76666666666667,45.0,-0.43038845779696533,-0.5166666666666667,43.8,29.0
https://openalex.org/W2904036058,Machine Learning Based Approaches to Accelerate Energy Materials Discovery and Optimization,materials,ACS Energy Letters,2,6,1,338,12,27,80,1513.187,61,2,78,600.347,61,228,72,22.5,58,25,59,59.0,43,0.18518518518518517,56,0.12,60,24,33,12.381,34,scored_only,69,,,69,0,False,0,-185.09825041590057,1.9999999999999238,342.0985536902797,19.48931205087652,-0.02213803527613578,27.62844950305071,1753.3666666666666,2252.0,101.1,10.0,448.6333333333333,454.0,74.76666666666667,7.0,-0.43038845779696533,-0.8494623655913979,43.8,23.0
https://openalex.org/W2883583109,Inverse molecular design using machine learning: Generative models for matter engineering,materials,Science,150,2,3,129,12,1541,88,1875.107,66,150,87,767.552,68,593,79,24.688,64,207,56,56.0,48,-0.8,51,0.02,55,112,43,22.459,42,scored_only,70,,,70,0,False,0,1242.3783306397013,150.00000000000023,639.9005220394411,127.09805747115286,-0.6836311235165957,60.92730921457026,1753.3666666666666,40.0,101.1,37.0,448.6333333333333,478.0,74.76666666666667,66.0,-0.43038845779696533,-0.7833333333333333,43.8,9.0
https://openalex.org/W2907087539,"Machine Learning for Novel Thermal-Materials Discovery: Early Successes, Opportunities, and Challenges",materials,ES Energy & Environments,3,6,1,125,7,24,65,948.408,55,3,55,273.53,47,266,80,25.0,58,21,57,57.0,52,0.75,57,0.14,60,22,40,19.086,39,scored_only,66,,,66,0,False,0,1377.9371172030692,3.000000000000038,62.4483788404433,-60.168548992812475,2.6786917937110806,127.24603286232433,1753.3666666666666,464.0,101.1,13.0,448.6333333333333,622.0,74.76666666666667,4.0,-0.43038845779696533,-1.0,43.8,1.0
https://openalex.org/W2788500979,Accelerated discovery of metallic glasses through iteration of machine learning and high-throughput experiments,materials,Science Advances,96,7,3,249,12,464,89,1923.391,69,96,86,747.844,68,625,85,26.562,64,110,71,71.0,48,-0.36666666666666664,66,0.32,66,118,50,31.534,39,scored_only,72,,,72,0,False,0,551.2295749650555,96.00000000000006,455.23478025123876,88.12172417574772,-0.28517063619532834,54.94876576115038,1753.3666666666666,189.0,101.1,31.0,448.6333333333333,345.0,74.76666666666667,59.0,-0.43038845779696533,-0.36666666666666664,43.8,12.0
https://openalex.org/W2887965975,Machine learning-assisted discovery of many new solid Li-ion conducting materials,materials,arXiv (Cornell University),1,6,1,274,11,5,78,1429.397,60,1,76,566.265,59,76,78,24.375,58,4,74,74.0,65,1.0,51,0.02,55,4,65,56.904,55,scored_only,71,,,71,0,False,0,-188.98056563065393,1.0000000000001383,362.2257402798754,29.158105211189536,-0.008710273144516112,35.73831980146171,1753.3666666666666,139.0,101.1,12.0,448.6333333333333,449.0,74.76666666666667,43.0,-0.43038845779696533,-0.36666666666666664,43.8,25.0
https://openalex.org/W2884258597,How To Optimize Materials and Devices <i>via</i> Design of Experiments and Machine Learning: Demonstration Using Organic Photovoltaics,materials,ACS Nano,31,7,1,153,12,263,100,2500.0,57,31,100,1050.0,56,644,79,24.688,60,83,63,63.0,40,-0.25,51,0.02,55,114,41,20.177,34,scored_only,72,,,72,0,False,0,64.18532991050597,31.000000000000068,465.1159552911538,75.62832907962871,-0.6777107562480085,47.54060084367164,1753.3666666666666,575.0,101.1,47.0,448.6333333333333,409.0,74.76666666666667,83.0,-0.43038845779696533,-0.6,43.8,119.0
